科號,中文課名,英文課名,學分,上課時間,教室,教師,人限,總人數,備註欄,此課程已列入之系所班別,遠距課,授課語言,通識對象,通識分類,code,系所全名,院全名,課程字頭,課程屬性,學年期,第一二專長對應,學分學程對應,科目名稱 Course Name,授課教師 Teacher,修課人數 Enrollment,等級制,等級制.1,百分制,百分制.1
11210MFB502400,法國人文藝術科技與金融嫁接,"FrenchHumanities,Art,Technology,andFinance",3,M5M6M7,台積902,索樂晴,0,20,由系辦統一辦理加簽,財金專班112P選修,,中,,,MFB,財務金融碩士在職專班,科技管理學院,5,研究所,11210,,0,,,,,,,
11210MFB509900,論文,Thesis,0,,,指導教授,,27,,財金專班112P必修,,中,,,MFB,財務金融碩士在職專班,科技管理學院,5,研究所,11210,,0,,,,,,,
11210MI100001,全民國防教育軍事訓練--國防科技,All-outDefenseEducationMilitaryTraining-DefenseTechnology,2,T5T6,綜一168,郭瀚濤,85,81,可折抵役期,,,中,,,MI,軍訓室,清華學院,1,大學部,11210,,0,,,,,,,
11210MI100002,全民國防教育軍事訓練--國防科技,All-outDefenseEducationMilitaryTraining-DefenseTechnology,2,T7T8,綜一168,郭瀚濤,85,75,可折抵役期,,,中,,,MI,軍訓室,清華學院,1,大學部,11210,,0,,,,,,,
11210MI100003,全民國防教育--如果戰爭來臨,All-DefenseEducation-IfWarComes,2,W3W4,教103,郭瀚濤,30,9,注意！本課程無法折扺役期,,,中,,,MI,軍訓室,清華學院,1,大學部,11210,,0,,,,,,,
11210MPM500100,公共政策導論,IntroductiontoPublicPolicy,3,S2S3S4,台積902,"林世昌,吳世英,趙相科",30,22,,公共政策與管理碩士專班112P必修,,中,,,MPM,公共政策與管理碩士在職專班,科技管理學院,5,研究所,11210,,0,,,,,,,
11210MPM500200,政策經濟學,EconomicsforPublicPolicy,3,S5S6S7,台積902,"盧姝璇,周瑞賢,周嗣文",30,22,,公共政策與管理碩士專班112P必修,,中,,,MPM,公共政策與管理碩士在職專班,科技管理學院,5,研究所,11210,,0,,,,,,,
11210MPM500300,貨幣與財金政策,MonetaryandFinancialPolicy,3,FaFbFc,台積905,"黃朝熙,趙相科,郭俊宏",50,31,,公共政策與管理碩士專班112P選修,,中,,,MPM,公共政策與管理碩士在職專班,科技管理學院,5,研究所,11210,,0,,,,,,,
11210MPM501000,實證研究方法二,TopicsinEmpiricalMethods,3,S5S6S7,台積431,"廖肇寧,馮炳萱,林世昌",30,22,MPM一年級學生不得選此課,公共政策與管理碩士專班112P必修,,中,,,MPM,公共政策與管理碩士在職專班,科技管理學院,5,研究所,11210,,0,,,,,,,
11210MPM502100,公共論壇一,PublicPolicyForumI,2,S8S9,台積905,趙相科,50,49,,公共政策與管理碩士專班112P選修,,中,,,MPM,公共政策與管理碩士在職專班,科技管理學院,5,研究所,11210,,0,,,,,,,
11210MPM509900,論文,Thesis,0,,,指導教授,,26,MPM一年級學生不得選此課,公共政策與管理碩士專班112P必修,,中,,,MPM,公共政策與管理碩士在職專班,科技管理學院,5,研究所,11210,,0,,,,,,,
11210MS102101,材料科學與工程一,MaterialScienceandEngineeringI,3,R1R2F3F4,材料511,游萃蓉,100,62,"16週,院學士班請修03組(廖建能老師).150minsperweek.,112下材科工程二01組因休假暫停開課","材料系112BA必修,材料系112BB必修",,英,,,MS,材料科學工程學系,工學院,1,大學部,11210,"材料科學工程(第二專長),材料科學工程(第一專長)",0,,,,,,,
11210MS102102,材料科學與工程一,MaterialScienceandEngineeringI,3,R1R2F3F4,綜四224,葉安洲,100,94,,"材料系112BA必修,材料系112BB必修",,英,,,MS,材料科學工程學系,工學院,1,大學部,11210,"材料科學工程(第二專長),材料科學工程(第一專長)",0,,,,,,,
11210MS102103,材料科學與工程一,MaterialScienceandEngineeringI,3,T7T8W7W8,台達B03,廖建能,100,72,"院學士班請修03組(T78W78廖建能老師開課),每週150分鐘,其餘為彈性補課時間,",,,英,,,MS,材料科學工程學系,工學院,1,大學部,11210,"材料科學工程(第二專長),材料科學工程(第一專長)",0,,,,,,,
11210MS103100,普通化學一,GeneralChemistry(I),3,M3M4W1W2,台達B03,龔佩雲,150,130,"每週150分鐘,其餘為彈性補課時間。各院學士班同學2專欲選【化學】者,不可選修.","材料系112BA必修,材料系112BB必修",,英,,,MS,材料科學工程學系,工學院,1,大學部,11210,,0,,,,,,,
11210MS201101,工程數學一,EngineeringMathematicsI,3,T3T4R3R4,旺宏253,李奕賢,50,61,"本課程上4小時,重修及外系一律採加簽。","材料系111BA必修,材料系111BB必修",,英,,,MS,材料科學工程學系,工學院,2,大學部,11210,,0,,,,,,,
11210MS201102,工程數學一,EngineeringMathematicsI,3,M1M2R1R2,台達B03,李奕賢,70,90,"本課程上4小時,重修及外系一律採加簽。","材料系111BA必修,材料系111BB必修",,中,,,MS,材料科學工程學系,工學院,2,大學部,11210,,0,,,,,,,
11210MS202100,材料熱力學一,ThermodynamicsofMaterialsI,3,M3M4W1W2,台達璟德,陳翰儀,150,171,16週課程。本課程上150分鐘，其餘時間由教授彈性運用,"材料系111BA必修,材料系111BB必修",,英,,,MS,材料科學工程學系,工學院,2,大學部,11210,"材料科學工程(第二專長),材料科學工程(第一專長),核工與能源(第二專長)",0,,,,,,,
11210MS204100,結晶繞射概論,IntroductiontoCrystalStructureandDiffractionTheories,3,"W3W4,F3F4","台達B03,台達璟德",蔡哲正,150,173,本課程上150分鐘，其餘時間由教授彈性運用,"材料系111BA必修,材料系111BB必修",,英,,,MS,材料科學工程學系,工學院,2,大學部,11210,"材料科學工程(第二專長),材料科學工程(第一專長)",0,,,,,,,
11210MS205100,電工原理,PrinciplesofElectricalEngineering,3,"M7M8,W7","台達B03,台達B05",林鶴南,100,95,"X-Class,16週課程","材料系109BA選修,材料系109BB選修,材料系110BA選修,材料系110BB選修,材料系111BA選修,材料系111BB選修,材料系112D選修,材料系112M選修",,英,,,MS,材料科學工程學系,工學院,2,大學部,11210,,0,,,,,,,
11210MS300301,材料實驗一,LaboratoriesofMaterialsI,2,M7M8M9,材料515,顏宏,40,16,16週課程,材料系110BA必修,,中,,,MS,材料科學工程學系,工學院,3,大學部,11210,,0,,,,,,,
11210MS300302,材料實驗一,LaboratoriesofMaterialsI,2,T7T8T9,材料515,蔡哲瑋,30,38,16週課程,材料系110BA必修,,中,,,MS,材料科學工程學系,工學院,3,大學部,11210,,0,,,,,,,
11210MS302100,機械性質,MechanicalProperties,3,M3M4W1W2,台達B05,陳柏宇,140,139,本課程為16週課程，每週上4小時。,"材料系110BA必修,材料系110BB必修",,英,,,MS,材料科學工程學系,工學院,3,大學部,11210,"材料科學工程(第二專長),材料科學工程(第一專長)",0,,,,,,,
11210MS303201,材料實驗二,LaboratoriesofMaterialsII,2,F7F8F9,材料101,楊長謀,30,43,物性實驗(物性實驗、陶瓷實驗擇一修習),材料系110BB必修,,中,,,MS,材料科學工程學系,工學院,3,大學部,11210,,(跨領域)奈米與光電半導體產業學分學程,,,,,,,
11210MS303202,材料實驗二,LaboratoriesofMaterialsII,2,F7F8F9,材料130,陳翰儀,30,24,16週課程。陶瓷實驗(物性實驗、陶瓷實驗擇一修習),材料系110BB必修,,中,,,MS,材料科學工程學系,工學院,3,大學部,11210,,(跨領域)奈米與光電半導體產業學分學程,,,,,,,
11210MS307100,量子物理導論,IntroductiontoQuantumPhysics,3,T3T4R3R4,台達B05,賴志煌,150,103,"本課程上150分鐘,其餘時間由教授彈性運用","材料系109BA選修,材料系109BB選修,材料系110BA選修,材料系110BB選修,材料系111BA選修,材料系111BB選修,材料系112D選修,材料系112M選修",,中,,,MS,材料科學工程學系,工學院,3,大學部,11210,,0,,,,,,,
11210MS308100,金屬材料,MetallicMaterials,3,M8R7R8,台達B05,張守一,150,88,修課學生須曾修習材料科學工程／材料科學導論或物理冶金／晶體缺陷課程,"材料系109BA選修,材料系109BB選修,材料系110BA選修,材料系110BB選修,材料系111BA選修,材料系111BB選修,材料系112D選修,材料系112M選修",,中,,,MS,材料科學工程學系,工學院,3,大學部,11210,"材料科學工程(第二專長),材料科學工程(第一專長)",0,,,,,,,
11210MS309200,電子材料,ElectronicMaterials,3,W7W8W9,材料511,林姿瑩,150,125,,"材料系109BA選修,材料系109BB選修,材料系110BA選修,材料系110BB選修,材料系111BA選修,材料系111BB選修,材料系112D選修,材料系112M選修",,中,,,MS,材料科學工程學系,工學院,3,大學部,11210,"材料科學工程(第二專長),材料科學工程(第一專長)",(跨領域)奈米與光電半導體產業學分學程,,,,,,,
11210MS401100,材料科學專題一,SpecialTopicsonMaterialsScienceI,2,,,指導教授,100,80,自行洽詢本系指導教授，線上填報專題指導老師-回覆網址：https://forms.gle/VvmtbFt9QVjpLPU27,"材料系109BA選修,材料系109BB選修,材料系110BA選修,材料系110BB選修,材料系111BA選修,材料系111BB選修",,中,,,MS,材料科學工程學系,工學院,4,大學部,11210,,0,,,,,,,
11210MS402100,製造工程學一,ManufacturingEngineeringandTechnology(I),3,T1T2F1F2,台達璟德,葉均蔚,250,126,本課程上150分鐘，其餘時間由教授彈性運用,"材料系109BA選修,材料系109BB選修,材料系110BA選修,材料系110BB選修,材料系111BA選修,材料系111BB選修,材料系112D選修,材料系112M選修",,中,,,MS,材料科學工程學系,工學院,4,大學部,11210,,0,,,,,,,
11210MS403000,複合材料,CompositeMaterials,3,M5M6M7,台達B08,徐文光,50,26,限材料系大三以上及研究生,"材料系109BA選修,材料系109BB選修,材料系110BA選修,材料系110BB選修,材料系112D選修",,中,,,MS,材料科學工程學系,工學院,4,大學部,11210,,0,,,,,,,
11210MS404100,薄膜工程,ThinFilmEngineering,3,T5T6T7,台達B05,王致喨,70,35,,"材料系109BA選修,材料系109BB選修,材料系110BA選修,材料系110BB選修,材料系112D選修,材料系112M選修",,英,,,MS,材料科學工程學系,工學院,4,大學部,11210,,(跨領域)奈米與光電半導體產業學分學程/(跨領域)微系統科技整合學分學程,,,,,,,
11210MS406200,固態電子元件,SolidStateElectronDevices,3,M7M8M9,材料511,朱英豪,100,28,,"材料系109BA選修,材料系109BB選修,材料系110BA選修,材料系110BB選修,材料系111BA選修,材料系111BB選修,材料系112D選修",,中,,,MS,材料科學工程學系,工學院,4,大學部,11210,,(跨領域)奈米與光電半導體產業學分學程,,,,,,,
11210MS413100,生醫材料,BiomedicalMaterials,3,F2F3F4,台達B05,王子威,50,72,"大三以下同學請以加簽方式,經任課教師同意後選課","材料系109BA選修,材料系109BB選修,材料系110BA選修,材料系110BB選修,材料系112D選修,材料系112M選修",,中,,,MS,材料科學工程學系,工學院,4,大學部,11210,"材料科學工程(第二專長),材料科學工程(第一專長)",0,,,,,,,
11210MS414300,顯示器材料原理與技術,IntroductiontoDisplayMaterialsTechnology,3,W7W8W9,台達B07,陳學仕,20,7,16週課程,"材料系109BA選修,材料系109BB選修,材料系110BA選修,材料系110BB選修,材料系111BA選修,材料系111BB選修,材料系112D選修",,英,,,MS,材料科學工程學系,工學院,4,大學部,11210,,0,,,,,,,
11210MS435200,應用光電子學,AppliedPhotonics,3,W2W3W4,台達B08,呂明諺,40,28,16週課程,"材料系109BA選修,材料系109BB選修,材料系110BA選修,材料系110BB選修,材料系111BA選修,材料系111BB選修,材料系112D選修,材料系112M選修",,英,,,MS,材料科學工程學系,工學院,4,大學部,11210,,0,,,,,,,
11210MS463500,工程倫理,EngineeringEthics,3,T7T8T9,材料511,周卓煇,150,96,大學部可列入其他選修學分；研究所(碩、博)列入可承認至多”6學分”之範疇。,"材料系109BA選修,材料系109BB選修,材料系110BA選修,材料系110BB選修,材料系111BA選修,材料系111BB選修,材料系112BA選修,材料系112BB選修,材料系112D選修,材料系112M選修",,中,,,MS,材料科學工程學系,工學院,4,大學部,11210,,0,,,,,,,
11210MS500000,書報討論,Seminar,1,R7R8,台達璟德,廖建能,250,161,,"材料系112D必修,材料系112M必修",,中,,,MS,材料科學工程學系,工學院,5,研究所,11210,,0,,,,,,,
11210MS501100,固態熱力學,ThermodynamicsofSolidState,3,T3T4R3R4,材料418,彭宗平,120,103,博士班同學若碩士已修習過此科者請勿再修習，大學部修課採加簽申請。,"半導體學院112D選修,半導體學院112M選修,材料系112D必修,材料系112M必修,前瞻產博學程112D必修",,英,,,MS,材料科學工程學系,工學院,5,研究所,11210,,0,,,,,,,
11210MS502100,電子顯微鏡學,TransmissionElectronMicroscopy,3,T5T6R5R6,台達B03,闕郁倫,150,150,本課程上150分鐘，其餘時間由教授彈性運用。博士班同學若碩士已修習過此科者請勿再修習。大學部修課採加簽,"半導體學院112D選修,半導體學院112M選修,材料系112D選修,材料系112M選修,前瞻產博學程112D必修",,英,,,MS,材料科學工程學系,工學院,5,研究所,11210,,0,,,,,,,
11210MS504100,材料動力學,KineticProcessofMaterials,3,M3M4W3W4,材料511,陳盈潔,90,91,本課程上4小時，博士班同學若碩士已修習過此科者請勿再修習，大學部請修下學期課程。,"半導體學院112D選修,半導體學院112M選修,材料系112D必修,材料系112M必修,前瞻產博學程112D必修",,中,,,MS,材料科學工程學系,工學院,5,研究所,11210,,0,,,,,,,
11210MS505100,物理冶金,PhysicalMetallurgy,3,F5F6F7,台達B02,蔡哲瑋,30,17,"16週課程,注意！已修過物理冶金或晶體缺陷者，勿修此課。","材料系112D選修,材料系112M選修",,中,,,MS,材料科學工程學系,工學院,5,研究所,11210,核工與能源(第二專長),0,,,,,,,
11210MS505300,科技人如何投資你的職涯、生活、和財富,"Howtoinvestinyourcareer,life,andwealth",2,T6T7,台達璟德,"蔡能賢,陳學仕",30,16,開放加簽上限20人，其他歡迎旁聽。,"材料系109BA選修,材料系109BB選修,材料系110BA選修,材料系110BB選修,材料系111BA選修,材料系111BB選修,材料系112D選修",,中,,,MS,材料科學工程學系,工學院,5,研究所,11210,,(跨領域)創新創業學分學程,,,,,,,
11210MS507400,鋼鐵與其他合金製程與應用特論,SpecialTopicsonSteelandNon-ferrousAlloysProcessing,3,W6W7W8,台達璟德,蔡哲瑋,250,93,16週課程,"材料系109BA選修,材料系109BB選修,材料系110BA選修,材料系110BB選修,材料系111BA選修,材料系111BB選修,材料系112D選修,材料系112M選修",,中,,,MS,材料科學工程學系,工學院,5,研究所,11210,,0,,,,,,,
11210MS509100,陶瓷製程,CeramicProcessing,3,T2F5F6,台達B09,李嘉甄,30,33,,"半導體學院112D選修,半導體學院112M選修,材料系109BA選修,材料系109BB選修,材料系110BA選修,材料系110BB選修,材料系111BA選修,材料系111BB選修,材料系112D選修,材料系112M選修",,英,,,MS,材料科學工程學系,工學院,5,研究所,11210,,0,,,,,,,
11210MS518300,天然高分子材料,NaturalPolymericMaterials,3,T7T8T9,台達B08,楊長謀,50,40,,"材料系109BA選修,材料系109BB選修,材料系110BA選修,材料系110BB選修,材料系111BA選修,材料系111BB選修,材料系112D選修,材料系112M選修",,中,,,MS,材料科學工程學系,工學院,5,研究所,11210,,0,,,,,,,
11210MS527100,光電材料,PhotonicMaterials,3,W7W8W9,台達B09,楊長謀,25,21,,"材料系109BA選修,材料系109BB選修,材料系110BA選修,材料系110BB選修,材料系111BA選修,材料系111BB選修,材料系112D選修,材料系112M選修",,中,,,MS,材料科學工程學系,工學院,5,研究所,11210,,0,,,,,,,
11210MS527200,超材料與電漿子學概論,IntroductiontoMetamaterialsandPlasmonics,3,M5M6M7,台達B07,嚴大任,30,19,,"半導體學院112D選修,半導體學院112M選修,材料系109BA選修,材料系109BB選修,材料系110BA選修,材料系110BB選修,材料系111BA選修,材料系111BB選修,材料系112D選修",,英,,,MS,材料科學工程學系,工學院,5,研究所,11210,,0,,,,,,,
11210MS539200,有機光電半導體物理,PhysicsofOrganicoptoelectronicsemiconductors,3,F2F3F4,台達B08,林皓武,60,39,,"材料系109BA選修,材料系109BB選修,材料系110BA選修,材料系110BB選修,材料系111BA選修,材料系111BB選修,材料系112D選修,材料系112M選修",,中,,,MS,材料科學工程學系,工學院,5,研究所,11210,,0,,,,,,,
11210MS574000,材料科學與能源科技,MaterialsScienceinEnergyTechnology,3,M7M8M9,台達B09,葉哲寧,40,32,,"材料系109BA選修,材料系109BB選修,材料系110BA選修,材料系110BB選修,材料系111BA選修,材料系111BB選修,材料系112D選修,材料系112M選修",,英,,,MS,材料科學工程學系,工學院,5,研究所,11210,,0,,,,,,,
11210MS574100,能源材料,EnergyMaterials,3,T7T8T9,台達B09,吳志明,30,25,,"材料系109BA選修,材料系109BB選修,材料系110BA選修,材料系110BB選修,材料系111BA選修,材料系111BB選修,材料系112D選修,材料系112M選修",,英,,,MS,材料科學工程學系,工學院,5,研究所,11210,,0,,,,,,,
11210MS575000,掃瞄式電子顯微鏡技術與分析,TechniqueandAnalysisforScanningElectronMicroscopy,3,M2M3M4,材料418,杜正恭,90,38,,材料系112M選修,,中,,,MS,材料科學工程學系,工學院,5,研究所,11210,,0,,,,,,,
